Дата;Запуск;Космодром;Стартовый комплекс;Ракета-носитель;Результат
25.05.96 05:05:00;Запуск космического аппарата Горизонт №32;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
19.02.96 15:58:00;Запуск трех КА Гонец-Д и трех аппаратов серии Космос;Плесецк  ;СК 32/1 (РН Циклон)  ;Циклон-3  ;Успешный 
25.01.96 12:56:00;Запуск космического аппарата Горизонт №31;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
17.11.95 17:25:00;Запуск космического аппарата Галс;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
31.10.95 23:19:00;"Запуск космического аппарата Целина-2 (""Космос-2322"")";Байконур  ; ;Зенит-2  ;Успешный 
31.08.95 09:49:00;"Запуск космического аппарата Сiч (""Сiч-1"")";Плесецк  ; ;Циклон-3  ;Успешный 
02.03.95 16:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-2306"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
24.11.94 12:15:00;"Запуск космического аппарата Целина-2 (""Космос-2297"")";Байконур  ; ;Зенит-2  ;Успешный 
11.10.94 17:30:00;"Запуск космического аппарата Океан-О1 (""Океан"")";Плесецк  ; ;Циклон-3  ;Успешный 
27.09.94 17:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-2292"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
20.05.94 05:01:00;Запуск космического аппарата Горизонт №30;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
23.04.94 11:01:00;"Запуск космического аппарата Целина-2 (""Космос-2278"")";Байконур  ; ;Зенит-2  ;Успешный 
02.03.94 06:25:00;"Запуск космического аппарата АУОС-СМ-КИ (""Коронас-И"")";Плесецк  ; ;Циклон-3  ;Успешный 
20.01.94 12:49:00;Запуск космического аппарата Галс;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
18.11.93 04:54:00;Запуск космического аппарата Горизонт №29;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
28.10.93 06:17:00;Запуск космического аппарата Горизонт №28;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
26.10.93 13:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-2265"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
16.09.93 10:36:00;"Запуск космического аппарата Целина-2 (""Космос-2263"")";Байконур  ; ;Зенит-2  ;Успешный 
16.04.93 10:49:00;"Запуск космического аппарата Целина-Р (""Космос-2242"")";Плесецк  ; ;Циклон-3  ;Успешный 
26.03.93 05:21:00;"Запуск космического аппарата Целина-2 (""Космос-2237"")";Байконур  ; ;Зенит-2  ;Успешный 
25.12.92 23:07:00;"Запуск космического аппарата Целина-Д (""Космос-2228"")";Плесецк  ; ;Циклон-3  ;Успешный 
25.12.92 08:56:00;"Запуск космического аппарата Целина-2 (""Космос-2227"")";Байконур  ; ;Зенит-2  ;Успешный 
27.11.92 04:10:00;Запуск космического аппарата Горизонт №27;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
24.11.92 07:09:00;"Запуск космического аппарата Целина-Д (""Космос-2221"")";Плесецк  ; ;Циклон-3  ;Успешный 
17.11.92 10:47:00;"Запуск космического аппарата Целина-2 (""Космос-2219"")";Байконур  ; ;Зенит-2  ;Успешный 
15.07.92 01:02:00;Запуск космического аппарата Горизонт №26;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
02.04.92 04:50:00;Запуск космического аппарата Горизонт №25;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
18.12.91 06:54:00;"Запуск космического аппарата АУОС-З-АП-ИК (""Интеркосмос-25"")";Плесецк  ; ;Циклон-3  ;Успешный 
15.08.91 12:14:00;Запуск космического аппарата Метеор-3;Плесецк  ; ; ;Успешный 
13.06.91 18:41:00;"Запуск космического аппарата Целина-Р (""Космос-2151"")";Плесецк  ; ;Циклон-3  ;Успешный 
04.06.91 11:10:00;"Запуск космического аппарата Океан-О1 (""Океан"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.11.90 19:33:00;"Запуск космического аппарата Кольцо (""Космос-2106"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.08.90 18:45:00;"Запуск космического аппарата Тайфун-1 (""Космос-2098"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
22.05.90 08:14:00;"Запуск космического аппарата Целина-2 (""Космос-2082"")";Байконур  ; ;Зенит-2  ;Успешный 
25.04.90 16:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-2075"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
28.02.90 03:55:00;"Запуск космического аппарата Океан-О1 (""Океан"")";Плесецк  ; ;Циклон-3  ;Успешный 
06.02.90 19:30:00;"Запуск космического аппарата Дуга-К (""Космос-2059"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3  ;Успешный 
30.01.90 14:20:00;"Запуск космического аппарата Целина-Р (""Космос-2058"")";Плесецк  ; ;Циклон-3  ;Успешный 
13.10.00 00:00:00;Запуск трех космических аппаратов системы ГЛОНАСС;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
12.07.00 00:00:00;Запуск Служебного модуля Звезда;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К  ;Успешный 
28.06.00 00:00:00;Запуск космического аппарата Надежда №6;Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
24.06.00 00:00:00;Запуск космического аппарата Экспресс-А №3;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
06.06.00 00:00:00;Запуск космического аппарата Горизонт №33;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
12.03.00 00:00:00;Запуск космического аппарата Экспресс-А №2;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
03.02.00 12:26:00;"Запуск космического аппарата Целина-2 (""Космос-2369"")";Байконур  ;СК 11П877 РН Зенит. Пл. №45. ПУ №1  ;Зенит-2  ;Успешный 
28.12.01 00:00:00;Запуск трех КА Гонец-Д и трех аппаратов серии Космос;Плесецк  ;СК 32/1 (РН Циклон)  ;Циклон-3  ;Успешный 
10.12.01 00:00:00;Запуск КА Метеор-3М №1 с космодрома Байконур;Байконур  ;СК 11П877 РН Зенит. Пл. №45. ПУ №1  ;Зенит-2  ;Успешный 
01.12.01 00:00:00;Запуск трех космических аппаратов системы ГЛОНАСС;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
26.11.01 00:00:00;Запуск грузового космического корабля Прогресс-М1 №256;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-ФГ  ;Успешный 
21.10.01 00:00:00;Запуск пилотируемого космического корабля Союз-ТМ №207;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
15.09.01 00:00:00;Запуск грузового космического корабля Прогресс-М №301 со стыковочным отсеком СО1;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
21.08.01 00:00:00;Запуск грузового космического корабля Прогресс-М1 №245 с космодрома Байконур;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
31.07.01 00:00:00;Запуск космического аппарата Коронас-Ф;Плесецк  ;СК 32/2 (РН Циклон)  ;Циклон-3  ;Успешный 
16.06.01 00:00:00;Запуск космического аппарата связи Astra-2C с космодрома Байконур;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
21.05.01 00:00:00;Запуск грузового космического корабля Прогресс-М1 №255;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-ФГ  ;Успешный 
15.05.01 00:00:00;Коммерческий запуск КА телевизионного вещания Panamsat с космодрома Байконур;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
28.04.01 00:00:00;Запуск пилотируемого космического корабля Союз-ТМ №206 с космодрома Байконур;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
07.04.01 00:00:00;Запуск КА Экран-М №18 с космодрома Байконур;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-М  ;Успешный 
26.02.01 00:00:00;Запуск грузового космического корабля Прогресс-М1 №244 с космодрома Байконур;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
24.01.01 00:00:00;Запуск грузового космического корабля Прогресс-М1 №254 с космодрома Байконур;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
30.12.02 00:00:00;Запуск космического аппарата Nimiq 2;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-М  ;Успешный 
25.12.02 00:00:00;Запуск трех космических аппаратов системы ГЛОНАСС;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
24.12.02 00:00:00;Запуск космического аппарата в интересах МО РФ с космодрома Плесецк;Плесецк  ;СК 43/3 (РН типа Р-7)  ;Молния-М  ;Успешный 
20.12.02 00:00:00;Кластерный запуск космических аппаратов конверсионной РН, созданной на базе МБР РС-20;Байконур  ;СК ракеты РС-20. Пл. №109  ;РС-20  ;Успешный 
28.11.02 00:00:00;Запуск космических аппаратов «Можаец» и AlSat-1;Плесецк  ;СК РН Рокот. Пл. №175  ;Космос-3М  ;Успешный 
26.11.02 00:00:00;Запуск космического аппарата Astra-1K с космодрома Байконур;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Аварийный 
30.10.02 00:00:00;Запуск пилотируемого космического корабля Союз-ТМА;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-ФГ  ;Успешный 
17.10.02 00:00:00;Запуск КА Integral с космодрома Байконур;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
15.10.02 00:00:00;Запуск КА Фотон-М с космодрома Плесецк;Плесецк  ;СК 43/3 (РН типа Р-7)  ;Союз-У  ;Аварийный 
25.09.02 00:00:00;Запуск грузового космического корабля Прогресс-М1;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-ФГ  ;Успешный 
22.08.02 00:00:00;Запуск космического аппарата Экостар-8;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
12.07.02 00:00:00;Запуск спускаемого аппарата Демонстратор-2 с борта АПЛ типа «Кальмар»;Подводный старт  ;АПЛ типа «Кальмар»  ;Волна  ;Успешный 
08.07.02 00:00:00;Запуск КА в интересах МО РФ;Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
26.06.02 00:00:00;Запуск грузового космического корабля Прогресс-М1 № 246;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
20.06.02 00:00:00;Запуск двух космических аппаратов Iridium;Плесецк  ;СК 133/3 РН Рокот  ;Рокот  ;Успешный 
10.06.02 00:00:00;Запуск космического аппарата Экспресс-А №4;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
28.05.02 00:00:00;Запуск КА в интересах МО РФ;Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
07.05.02 00:00:00;Запуск космического аппарата Direc TV;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
25.04.02 00:00:00;Запуск пилотируемого космического корабля Союз-ТМ с космодрома Байконур;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
02.04.02 00:00:00;Запуск КА в интересах МО РФ;Плесецк  ;СК 16 (РН типа Р-7)  ;Молния-М  ;Успешный 
30.03.02 00:00:00;Запуск космического аппарата Intelsat-9;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
21.03.02 00:00:00;Запуск грузового космического корабля Прогресс-М1 № 257;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
17.03.02 00:00:00;Коммерческий запуск двух КА GRACE;Плесецк  ;СК 133/3 РН Рокот  ;Рокот  ;Успешный 
25.02.02 00:00:00;Запуск КА в интересах МО РФ;Плесецк  ;СК 43/3 (РН типа Р-7)  ;Союз-У  ;Успешный 
29.12.03 00:00:00;Запуск космического аппарата «Экспресс-АМ22»;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
28.12.03 00:00:00;Запуск телекоммуникационного спутника «АМОС-2»;Байконур  ;СК 17П32-6 РН типа Р-7. Пл. №31. ПУ №6  ;Союз-ФГ  ;Успешный 
10.12.03 00:00:00;Запуск комбинированного блока КА «Глонасс/Глонасс-М»;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
24.11.03 00:00:00;Запуск двух космических аппаратов «Ямал-200»;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №23  ;Протон-К с РБ  ;Успешный 
18.10.03 00:00:00;Запуск космического корабля «Союз ТМА-3»;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-ФГ  ;Успешный 
29.08.03 00:00:00;Запуск космического корабля `Прогресс-М` №248;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
08.06.03 00:00:00;Запуск космического аппарата `Прогресс-М1` №259;Байконур  ;СК 17П32-5 РН типа Р-7. Пл. №1. ПУ №5  ;Союз-У  ;Успешный 
